pc_time_s,seq_id,module_id,status,tx_drops,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13
20.862304,6875,0xF0,0x00,0,5.80078125,-0.83496094,5.80078125,-0.83496094,0.00000000,0.00000000,0.00000000,0.00000000,20.00000000,1.00000000,1.00000000,1.00000000,-0.00183105,0.01464844
20.862304,6876,0xF0,0x00,0,5.80078125,-0.83496094,5.80078125,-0.83496094,0.00000000,0.00000000,0.00000000,0.00000000,20.00000000,1.00000000,1.00000000,1.00000000,-0.00366211,-0.00549316
20.883062,6877,0xF0,0x00,0,5.80078125,-0.83496094,5.80078125,-0.83496094,0.00000000,0.00000000,0.00000000,0.00000000,20.00000000,1.00000000,1.00000000,1.00000000,-0.00732422,0.00000000
20.883062,6878,0xF0,0x00,0,5.80078125,-0.83496094,5.80078125,-0.83496094,0.00000000,0.00000000,0.00000000,0.00000000,20.00000000,1.00000000,1.00000000,1.00000000,-0.00366211,-0.01281738
20.903818,6879,0xF0,0x00,0,5.80078125,-0.83496094,5.80078125,-0.83496094,0.00000000,0.00000000,0.00000000,0.00000000,20.00000000,1.00000000,1.00000000,1.00000000,-0.01281738,0.01831055
20.903818,6880,0xF0,0x00,0,5.80078125,-0.83496094,5.80078125,-0.83496094,0.00000000,0.00000000,0.00000000,0.00000000,20.00000000,1.00000000,1.00000000,1.00000000,0.01464844,-0.01647949
20.924862,6881,0xF0,0x00,0,5.80078125,-0.83496094,5.80078125,-0.83496094,0.00000000,0.00000000,0.00000000,0.00000000,20.00000000,1.00000000,1.00000000,1.00000000,-0.00366211,0.01098633
20.924862,6882,0xF0,0x00,0,5.80078125,-0.83496094,5.80078125,-0.83496094,0.00000000,0.00000000,0.00000000,0.00000000,20.00000000,1.00000000,1.00000000,1.00000000,0.00915527,-0.02746582
20.945710,6883,0xF0,0x00,0,5.80078125,-0.83496094,5.80078125,-0.83496094,0.00000000,0.00000000,0.00000000,0.00000000,20.00000000,1.00000000,1.00000000,1.00000000,-0.00366211,0.01098633
20.945710,6884,0xF0,0x00,0,5.80078125,-0.83496094,5.80078125,-0.83496094,0.00000000,0.00000000,0.00000000,0.00000000,20.00000000,1.00000000,1.00000000,1.00000000,-0.00732422,-0.02380371
20.966101,6885,0xF0,0x00,0,5.80078125,-0.83496094,5.80078125,-0.83496094,0.00000000,0.00000000,0.00000000,0.00000000,20.00000000,1.00000000,1.00000000,1.00000000,0.00915527,-0.00732422
20.966101,6886,0xF0,0x00,0,5.80078125,-0.83496094,5.80078125,-0.83496094,0.00000000,0.00000000,0.00000000,0.00000000,20.00000000,1.00000000,1.00000000,1.00000000,-0.00915527,-0.00732422
