pc_time_s,seq_id,module_id,status,tx_drops,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15
35.476018,8672,0xF0,0x00,0,1.75600004,2.43600011,0.71200001,0.05500000,1.39488006,0.98411089,0.80378062,0.01521766,1.00000000,2.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,1.00000000
35.496982,8673,0xF0,0x00,0,1.75300014,2.43400002,0.71000004,0.05500000,1.39435959,0.98411405,0.80339396,0.00994816,1.00000000,2.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,1.00000000
35.496982,8674,0xF0,0x00,0,1.75600004,2.43600011,0.72200006,0.04800000,1.39458811,0.98422498,0.80456889,0.00069529,1.00000000,2.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,1.00000000
35.496982,8675,0xF0,0x00,0,1.75600004,2.43200016,0.71500003,0.04800000,1.39444983,0.98388153,0.80561072,0.00000000,1.00000000,2.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,1.00000000
35.517597,8676,0xF0,0x00,0,1.75700009,2.44300008,0.71200001,0.05100000,1.39413941,0.98437488,0.80654234,0.00003681,1.00000000,2.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,1.00000000
35.517597,8677,0xF0,0x00,0,1.75600004,2.43600011,0.71300006,0.05700000,1.39413035,0.98452038,0.80641311,0.00344925,1.00000000,2.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,1.00000000
35.539353,8678,0xF0,0x00,0,1.75500011,2.43300009,0.71300006,0.05200000,1.39402080,0.98435515,0.80664480,0.00385925,1.00000000,2.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,1.00000000
35.539353,8679,0xF0,0x00,0,1.75400007,2.43500018,0.71200001,0.04700000,1.39385676,0.98441666,0.80613387,0.00000000,1.00000000,2.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,1.00000000
35.560381,8680,0xF0,0x00,0,1.75700009,2.44000006,0.72200006,0.05300000,1.39344275,0.98478818,0.80700022,0.00000000,1.00000000,2.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,1.00000000
35.560381,8681,0xF0,0x00,0,1.75400007,2.43600011,0.71900004,0.05300000,1.39337242,0.98463023,0.80719024,0.00000000,1.00000000,2.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,1.00000000
35.582781,8682,0xF0,0x00,0,1.75600004,2.43800020,0.71300006,0.05100000,1.39361238,0.98450559,0.80735856,0.00000000,1.00000000,2.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,1.00000000
35.582781,8683,0xF0,0x00,0,1.75500011,2.43200016,0.71400005,0.05200000,1.39345479,0.98441857,0.80776513,0.00000000,1.00000000,2.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,1.00000000
35.604438,8684,0xF0,0x00,0,1.75500011,2.43900013,0.71500003,0.05200000,1.39351833,0.98441511,0.80881113,0.00000000,1.00000000,2.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,1.00000000
35.604438,8685,0xF0,0x00,0,1.75500011,2.44200015,0.71500003,0.05100000,1.39333141,0.98468190,0.80865806,0.00000000,1.00000000,2.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,1.00000000
35.626426,8686,0xF0,0x00,0,1.75300014,2.44100022,0.71300006,0.05500000,1.39354289,0.98463529,0.80812186,0.00182159,1.00000000,2.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,1.00000000
35.626426,8687,0xF0,0x00,0,1.75700009,2.43200016,0.71000004,0.05400000,1.39410961,0.98452336,0.80743945,0.00069447,1.00000000,2.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,1.00000000
35.626426,8688,0xF0,0x00,0,1.76000011,2.44100022,0.71400005,0.05300000,1.39455354,0.98473656,0.80775690,0.00431426,1.00000000,2.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,1.00000000
35.646660,8689,0xF0,0x00,0,1.75600004,2.44100022,0.71400005,0.05300000,1.39462388,0.98503542,0.80758530,0.00244692,1.00000000,2.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,1.00000000
35.646660,8690,0xF0,0x00,0,1.75700009,2.43800020,0.71300006,0.05300000,1.39446914,0.98478574,0.80714011,0.01904033,1.00000000,2.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,1.00000000
35.666960,8691,0xF0,0x00,0,1.75800014,2.44000006,0.71300006,0.05100000,1.39473712,0.98517090,0.80723405,0.01197115,1.00000000,2.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,1.00000000
35.666960,8692,0xF0,0x00,0,1.75600004,2.44200015,0.71300006,0.05600000,1.39480877,0.98506165,0.80681014,0.01318924,1.00000000,2.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,1.00000000
