pc_time_s,seq_id,module_id,status,tx_drops,EMG R env,EMG L env,EMG R act,EMG L act,FSR RH,FSR RT,FSR LH,FSR LT,Phase R,Phase L,Gait R,Gait L,Thigh R,Thigh L,Tau R,Tau L
0.2800,8695,240,0,0,0.001094,0.008840,0.000000,0.000000,1.500000,1.500000,1.292678,1.500000,0.228969,0.664247,1.000000,2.000000,7.229004,-16.062012,0.000000,0.000000
0.2900,8696,240,0,0,0.001302,0.009310,0.000000,0.000000,1.500000,1.500000,1.293948,1.500000,0.235703,0.666747,1.000000,2.000000,7.272949,-16.040039,0.000000,0.000000
0.3000,8697,240,0,0,0.001395,0.009554,0.000000,0.000000,1.500000,1.500000,1.293326,1.500000,0.242437,0.669247,1.000000,2.000000,7.272949,-16.040039,0.000000,0.000000
0.3100,8698,240,0,0,0.001480,0.009629,0.000000,0.000000,1.500000,1.500000,1.295123,1.500000,0.249171,0.671747,1.000000,2.000000,7.272949,-16.040039,0.000000,0.000000
0.3200,8699,240,0,0,0.001329,0.009467,0.000000,0.000000,1.500000,1.500000,1.295835,1.500000,0.255905,0.674247,1.000000,2.000000,7.272949,-16.040039,0.000000,0.000000
0.3300,8700,240,0,0,0.001423,0.009139,0.000000,0.000000,1.500000,1.500000,1.296121,1.500000,0.262639,0.676747,1.000000,2.000000,7.250977,-16.062012,0.000000,0.000000
0.3400,8701,240,0,0,0.001443,0.009114,0.000000,0.000000,1.500000,1.500000,1.296387,1.500000,0.269373,0.679246,1.000000,2.000000,7.229004,-16.083984,0.000000,0.000000
0.3500,8702,240,0,0,0.001447,0.008971,0.000000,0.000000,1.500000,1.500000,1.297566,1.500000,0.276108,0.681746,1.000000,2.000000,7.185059,-16.127930,0.000000,0.000000
0.3600,8703,240,0,0,0.001581,0.009393,0.000000,0.000000,1.500000,1.500000,1.298260,1.500000,0.282842,0.684246,1.000000,2.000000,7.141113,-16.149902,0.000000,0.000000
0.3700,8704,240,0,0,0.001529,0.009095,0.000000,0.000000,1.500000,1.500000,1.299090,1.500000,0.289576,0.686746,1.000000,2.000000,7.119141,-16.171875,0.000000,0.000000
0.3800,8705,240,0,0,0.001701,0.008755,0.000000,0.000000,1.500000,1.500000,1.300357,1.500000,0.296310,0.689246,1.000000,2.000000,7.075195,-16.215820,0.000000,0.000000
0.3900,8706,240,0,0,0.001576,0.009173,0.000000,0.000000,1.500000,1.500000,1.301185,1.500000,0.303044,0.691745,1.000000,2.000000,7.031250,-16.237793,0.000000,0.000000
0.4000,8707,240,0,0,0.001632,0.009784,0.000000,0.000000,1.500000,1.500000,1.303250,1.500000,0.309778,0.694245,1.000000,2.000000,6.987305,-16.281738,0.000000,0.000000
0.4100,8708,240,0,0,0.001549,0.010054,0.000000,0.000000,1.500000,1.500000,1.307105,1.500000,0.316512,0.696745,1.000000,2.000000,6.943359,-16.325684,0.000000,0.000000
0.4200,8709,240,0,0,0.001456,0.010337,0.000000,0.000000,1.500000,1.500000,1.309354,1.500000,0.323246,0.699245,1.000000,2.000000,6.899414,-16.347656,0.000000,0.000000
0.4300,8710,240,0,0,0.001341,0.010223,0.000000,0.000000,1.500000,1.500000,1.313168,1.500000,0.329981,0.701745,1.000000,2.000000,6.833496,-16.369629,0.000000,0.000000
0.4400,8711,240,0,0,0.001358,0.009775,0.000000,0.000000,1.500000,1.500000,1.318306,1.500000,0.336715,0.704245,1.000000,2.000000,6.767578,-16.413574,0.000000,0.000000
